,x,y,len
1266,dhcdcecaibdhabfbcdhihgfhhgiecf,1,30
1267,ceibieffgiefhfbcehdbefecdgchib,2,30
1268,ehefcdeieciehdgcifdhcdhchhhfhf,2,30
1269,ahheebcdgghhcdgifihcbigihdigbg,1,30
1270,bhbeddifbecacfiibieafifebdcefc,3,30
1271,gaiaecibfiibfaaacebcdefheghcfd,1,30
1272,ihdbcfidciggggdcdcdgiahgcfaibc,4,30
1273,eceehcdbcgeiieficcfebfieedhggi,2,30
1274,fbefhcefibhcgdggiegibfbidhidhg,3,30
1275,bdabciigehggcehfdbgehicefhedch,3,30
1276,iidcbedciaabfehfdbfhfbcdbhhghi,1,30
1277,bdhgffadfaegegbfgcdchdabifaigi,4,30
1278,hhehhhaahcdfccggfbeddhdfdghedd,2,30
1279,fcfdbfhcahgcdcafghbfaigechhceb,4,30
1280,fbfdcghehaebacdifgicifaibgggfh,4,30
1281,fgdbdghaadffefbcefhbdghhbfgfii,3,30
1282,ibafbdcedbaceeggcefieggcfggifc,3,30
1283,ahbaidcdgaaheefaiiffcffbegfhgf,4,30
1284,ecaeaghbedehgecdeccediffgggeee,2,30
1285,cdfddebiefehfdeeecefdbfeiiicgc,3,30
1286,aidbbfbhciehifddebiffbdebfedig,0,30
1287,aafcgcbfcdgcehhfgidbbigfhcbchg,2,30
1288,giabcehbafbgiaifcbehbiecdaceie,2,30
1289,fbaibdacbcbbhbaidabcbfdbeffhhb,0,30
1290,iabdicdhciicgbifcibfcccfdceieb,2,30
1291,aiiifeffchcaebfecicabbcdfcbehh,2,30
1292,cdchiabifaihbeechhebefgeihebbe,4,30
1293,cieahhdcfaaacdeigbbhfhccdfcccd,2,30
1294,gehehhhdbehadbicdfcihgighggccf,2,30
1295,hichibgffecceihacdaaicfgfaiced,4,30
1296,ehfbgaheifcdfahaaifaibdichehhc,4,30
1297,dicdhdfheefaidfddhhfegfbggbccc,4,30
1298,faaffahcdaccegbdiffhccchbddhgc,2,30
1299,cdfcdggdfbcfdgegfhgefciibigifb,2,30
1300,figdecieedcdabieadfaibbggccecb,4,30
1301,gacdgfbdaabddgfgcfdaidaahbddch,0,30
1302,hhecdfddeggfaibgchefffdbicched,4,30
1303,idfedbcefidfhdiiiiidibchfbcbfh,3,30
1304,gdihddibcdbbhheicgfbhecgdccieg,1,30
1305,ihifiifeidbghageeecefgcdgdheie,3,30
1306,acfhigicbbeccdabaehhfaigigfeff,4,30
1307,bbgiahbebfhbcdddhfcfgfciehehgd,1,30
1308,gbgebccefcfecbegcddigddghhgcde,3,30
1309,ffaeaicgcghfafieagcefdbhdidccf,3,30
1310,ciiadgdhccefbgceicdbdbabafaidd,4,30
1311,eiccdfhfciifaieechddcdeeddgdde,4,30
1312,fhdiaiaecacefgeifcccebhbbgifcb,3,30
1313,ddagbccbcbceegcicgcegaibeeicef,3,30
1314,bcdhdhdhfedbhdgiffggefedgedgde,1,30
1315,ieddfgefcfieebfdfhiagedbcdifhc,1,30
1316,idddegicdagigdbfaiecdefiegdecg,4,30
1317,egifbcdbcfhccidfheieigbdfifehi,2,30
1318,hfiegcdecciehcfiibeicibdgiiifh,2,30
1319,iibcbcahbfifhhbeahgcddcdbiccfi,2,30
1320,hiehfcefgchfhficheceffhehifidg,3,30
1321,achdgdedfgeeccefcgiiiighfbigfd,3,30
1322,eaggeafbggfghiaaidaiibcechhffc,0,30
1323,gdffbhegffdhdibbhcaidbaibegfgc,0,30
1324,fbaegfhhhbcdcbhidfecbdggcbfhei,1,30
1325,gbccehaiddibbheibhibifihefegbe,0,30
1326,bdfdfacadifgggfdbieaidbfgbdfec,0,30
1327,bicibebdbhigdgdfhafccfgbcdcdhg,1,30
1328,fgdbacgfcfhbcdihhehbgdfhiechcf,1,30
1329,gaiabbddeibehacchhegcdfcihbhdh,2,30
1330,cfdiefabheecbcefegcicechifgfdd,3,30
1331,biffeeidaidaeebbcfdccdbeedfgff,0,30
1332,fdacggfecddcefhdbbhidhfgchdife,2,30
1333,hicigdhgceiacibbcdbdhfcbggbgic,1,30
1335,bchdcfcddibbgafaiifhiiffdidhbd,4,30
1336,acebifibeehgeaacdicbeceeigfdbh,2,30
1337,ighaigdcidbdbcdeccecegcdhdgdcg,2,30
1339,debeeeceffibggeehggdbgbghghcbg,3,30
1340,difdghafidefcddfbghcdechihibbi,2,30
1341,ecabahibhdccccaidacibdfghiiiig,0,30
1342,aidifhbdgiibbcihfffiegbgichcdi,0,30
1343,cbcghiaefgidegecbiagbgccdcchgi,2,30
1344,afbdcdiibhfdabbgbfhgfdeaidafab,0,30
1345,cdaihiecdeigbbcdddhgcgdfecfegc,1,30
1346,bffdbcddehfceihhhghigicdhfggbc,1,30
1347,eidaabdaffghcddfdfahfaiidifhgc,4,30
1348,ggdhgfcbcdeahcccefigicdeieidch,1,30
1349,bfghhicgdggaceebhcefeehdceiefd,3,30
1350,ifchcdchgbgafehaahbaaidhbcbehb,0,30
1351,fddefchdabaeihabbcdidhbebdbcdh,1,30
1352,befaacicdecffcgbggeeehiebfbbfe,2,30
1353,hbbadacdhibgibibfiaidcchbcfhff,0,30
1354,dcafbcdhahigcgdhgchbedbddeigcc,1,30
1355,giahdebeaficdbhcdhgfaiiiidecge,4,30
1356,hhhgbcdebhcedfgefecifcdcbdgehe,1,30
1357,eibbcdaehbiciebbhhggihefhgedbi,1,30
1358,fechghbdaceggcefhchddhdeiceddi,3,30
1359,hecdicgeebbffbefheddfdehididef,2,30
1360,bebfccfdichbgcgefhgdaaaidiaibg,0,30
1361,dcaabibgbbbdiccdcdfehabcdifhcg,1,30
1362,gdhifccicaebfiebcdiahghgbhgcgg,1,30
1363,hhcdhafgdecbafidcagcaidbchbcih,0,30
1364,adegehfcbefecefgcdiggffhgeegfb,3,30
1365,adfiacdbhcdicfhfbhdbeccibeidgg,2,30
1366,dbaideacbiccfgchfchhcbbfbdigec,0,30
1367,igidhfcaibdbcgaahfcddcgbcigbhc,2,30
1368,debcgehgdgcchidbefdcefbcfdcdbg,3,30
1369,beadbhdahigbhaiddfbbhhceedfbfh,0,30
1370,hicdciihdbfbcaaciaiddgebiihiif,0,30
1371,bfbdabchfcdfecdiaibghfaicbdbfb,4,30
1372,gighhidigfeihbbhiaidbfgbbeedii,0,30
1373,ieafbfcdbccciggdddbgcbfigggehc,2,30
1374,cifeeghhddaidfcgbdccdeeibgcfcf,0,30
1375,iagbfaihbcdfehhgieicfcdebihhdd,1,30
1376,hhgbcbcdcdhefeiccbhfcgigghhgeb,1,30
1377,ecbbagcfgeddeadfgbcdadgdhhfaii,4,30
1378,gifhfgbcbfhdchdbcdfihdhbhiceeh,1,30
1379,ecbdbciccddgghdaaidehhbfcdfhcb,0,30
1380,dabdhhcdhdcaaifaigigdgheffheci,4,30
1381,hffchifbaieiiabcdfhhcbeieeched,1,30
1382,aihfccbibcdcehcfggehdgehcbddbe,1,30
1383,bbdeicffiahhaddbecdacfibiigcic,2,30
1384,gegdcefddhegcdggfdebiffddihifd,3,30
1385,ihhfhaidgbhbgddbidigdcbgccdefc,0,30
1386,gchfhhieeffgdebaiddicbifeccgih,0,30
1387,fggfadihaiifidcdigfadcfaichhhf,4,30
1388,didiadeehibhichaeahddcccdbcbbg,2,30
1389,iaadfaideacbhdedhihdibfiigdcei,0,30
1390,hbafahfaidhceaffahfcedhcefeged,3,30
1391,cehcgbheghhdfbbaidgcebhgdhiiic,0,30
1392,afehhdffbfcccfdfbcdbahbgheihdd,1,30
1393,dacdhegcddaaebdfaidieghhibfbch,4,30
1394,difhigdbhidifgciedbiebicefgdff,3,30
1395,dbeifhaibeeffaidhgibfgbbgghecb,0,30
1396,cdgehgbcfgcgdgbdcbegiaidihebhi,0,30
1397,eegfgcdhcibdeidibddhgibbdeidgb,2,30
1398,aagcgeibcbggchaefdfiaddecbcefb,3,30
1399,cdififfhfaihhbgdfffegiecicdhdi,4,30
1400,daedgagibaidgiabebfdcedcedebib,0,30
1401,hbccdbbiagefaifgcfhfgecegedgbi,4,30
1402,dgfgbafabigaabgaidfgabgfiecgdd,0,30
1403,cgdbdiaefhffccaidabfbbihdgdebg,0,30
1404,gabgeaaceffiddhbihfgghhhdbdcfb,3,30
1405,aiaafghfdbihgdcabgeeacefgebhgd,3,30
1406,icidfiibcbacfecfcdaideifbhfebf,0,30
1407,habbiafbigdicbcdhdhdgdgeehghhb,1,30
1409,difabcdedhghegbigheccbhdeeiecd,1,30
1410,cahfgiiegefaehgbffhihihecbcefc,3,30
1411,gfcibbgefdcefefdccdiibgcgbhiei,3,30
1412,ghdhcgciafcigeeggcfddagdbcdhhh,1,30
1413,hheaidifcbhfbdfhgeccfeddiigddc,0,30
1414,bhbaafdcbacfccdfcicdebidhchecg,2,30
1415,fifhdifdebfihcdcggddbcdehhdhib,1,30
1416,ahaefheahbeffbcdfdhcehdhbccgbf,1,30
1417,fchbfaeddabgagdeagefccefhidcic,3,30
1418,bchhbidcabigaaideddbhhgbdcbghe,0,30
1419,chggbacdccdhbifbheihdigbbbedbf,2,30
1420,chgchhhceeecafbeciabaidaefbceg,0,30
1421,cfeaahdacgfbebecefbbfhcedbccii,3,30
1423,bdhabhfdeffgfaiaadchdadaidhdcb,0,30
1424,ghafdaibfeiiiaiachdfeiaidaiebc,0,30
1425,cdahegfefaigdbefifbhfbgfcdbfdf,4,30
1426,baeefabhgihigffdcdccfbgggbifdf,2,30
1427,bhbgeaidichbbfdchidfehhbhbbebc,0,30
1428,hgdegbeedbcdffchccfaibbhbgchec,4,30
1429,bidehiafggbcggiaiddbibeggbfgii,0,30
1430,ehgcdaafiahfcdeiicefeiedeghcbg,3,30
1431,ideageibhbhbccegefchbcdihhfbhb,1,30
1432,icdddagibfaibfgdfiibigcdgghcgc,4,30
1433,hbccdaefbcffegfdaacdfhgibgfaii,4,30
1434,aibfahbcdefhgfgibigehecciecihc,1,30
1435,cgbdfcahehhcefgcedbbhbbdbicgcc,3,30
1436,abgehbhcchdeidcaiefhghfgaacdcc,2,30
1437,ffcdefigbfccaidcihbdgbfehhibdg,0,30
1438,chhccfdghgdbfbdiecfedaidfdcbff,0,30
1439,bfbiacdhcghdghiiehdchfdfgddbei,2,30
1440,fdiddabhecdiggbhffaidecgihhifd,4,30
1441,gaehaggheihihfcecdccbedcdcigee,2,30
1442,gcbiiheadcbhgiaiddbibbbehhfhii,0,30
1443,dfgedeehecefdfgebdbiciiddcbdge,3,30
1444,ghfcgafhfcdcicggachacceeifcefh,3,30
1445,hdhifcaheciedeihdcededcdfchccd,2,30
1446,bbggeiacefighhecbdbiddghiigbde,3,30
1447,efbddhedciiaidfcfbbehbciidibic,0,30
1448,digchefichcdacfhbidheifchecdgd,2,30
1449,dffhbiaiggfheedacefbghchggccei,3,30
1450,hgbbcaeehcefccdbbccfcgffgeebcf,3,30
1451,bdbehfedeabcddeigegcdecbffbgde,2,30
1452,hhdfigcdhddifgfaiiifddeicfgcdg,4,30
1453,fgffbgiedhhaccdcdfccgdifdifhhe,2,30
1455,eeccefedcgiibgcgheicichdheicdd,3,30
1456,gdbdffihidhdeiggaiddgfbeeecfde,0,30
1457,hceiefefhiaagfbibgbdegibcdgbhb,1,30
1458,ehicghbfihdghcacdbchhdidbefbdh,2,30
1459,ehgiaagcaighebehabcdiciebcedhb,2,30
1460,acghecfhhgbbghhbcdefhghfgbfddh,1,30
1461,cibgacacafechfbdcdeebehdfaiged,4,30
1462,iihgfcgfhcedccdggechhfaidcicdf,4,30
1463,bedbegebaaahefagafaibcdehhcici,1,30
1464,dhgfaidicfbfbdidhbdgbifceiifig,0,30
1465,daecfgedahdebbhieacddchdfidggg,2,30
1466,gbgaadebhefifffhcciadhbhebccef,3,30
1467,fhehcccgdfcfbfdbcdbhchfdcdfcdb,2,30
1468,cecgdhecgegihhacicdgchhfgehidi,2,30
1471,hdbaehiiahicebacefigggdigfiigg,3,30
1472,bgaidaiabffibgffeicehbchbfeche,0,30
1473,ahdgcaidbdabcbgfgcbfhcfgighhhd,0,30
1474,aidahcbigiceefeiiddececcecddbb,0,30
1475,cifdebbiaeggcdeeaicbfaiigbfgfd,4,30
1476,ebfibciaidcgcggcieaidbcabhedeh,0,30
1477,ibcdhhfibcfaihigdbedbigbdcdbbe,4,30
1478,giiechagafdgaeaehbcdgehidfgihh,1,30
1479,idfahcdaegaffbcdifhbbibgedfbig,1,30
1480,gecbcdiehbdicdefiiccgiebgddgdi,1,30
1481,aagcgbeacdfchiegfccdebfifbigbh,2,30
1482,gacdghfgbcfaibffhfhgbhffieeigf,4,30
1483,hgcdfcbcfhgiifchfchgigheecgdff,2,30
1484,dcfhecafggefgfdchhegacefhbfbfh,3,30
1485,cdacfhhbddidecghccifidehgfggci,2,30
1486,eaigicahciicdbbcghgfaigffebdfb,4,30
1487,addieiiebiedgidicccfbicaidheeb,0,30
1488,gcaidcgfbbeiebhddhgdbgicecegic,0,30
1489,ifadeiegfbdgaebcddghidecfghbef,1,30
1490,hfacegfgbegefggegacefifheghbgb,3,30
1491,cbiabghgidhdcicdhceibdibeibech,2,30
1492,acafeehghacgeibciaadeadcefdeec,3,30
1493,cbaiiggagdfbcdihhiedidgccedegi,1,30
1494,chiiefgcefhdfbffbdcfdgcggceeie,3,30
1495,cdccbbdbeifeidfdhifcbbhfddbied,2,30
1496,hacbafciefggfecgfdaidgibbfigde,0,30
1497,afghbdaheghgicdbciicbbdehghggb,2,30
1498,caedfgdefifcddgechafaidebfigcf,4,30
1499,bcfbgfbcdaghbhbciighdbebbbdegc,1,30
1500,hieghgcbfdaggecageacdeadcefhgi,3,30
1501,bccidfdcdecgddhiihbhgffibbggfg,2,30
1502,aidedebdidfhecgihhfgdchgcbdied,0,30
1503,hhiggdhbaiebcdffigbffaidddbceb,4,30
1504,bddaidfddbbgebfeehciiibibidffe,0,30
1505,hghdcbcdcihfhiidgchfehchhbeeff,1,30
1506,beaaahdhddghgbegecefdgedcebhgb,3,30
1507,afhcfeecebdafbgceigcefdddiifcb,3,30
1508,geabcdighffgbbdebggdeffgfbdcih,1,30
1509,cdacgifbcccidgdeffebiggbcgfbhi,2,30
1510,degicefbeihhbgggbbcehcfifdbghd,3,30
1511,ccdbcgdegccdhbgeefhehfhgfehchi,2,30
1512,ciibefhgdihbccdbdegdefaidhhefi,4,30
1513,faicddbgcaiiifiibhahachcecbcef,3,30
1514,dfdegdegdceffefddifidfbigccdgg,3,30
1515,fdaceiggcabcdcghiciihcfhhfgbdb,1,30
1516,hdcefgdedafgbeieefcefedbdcddgc,3,30
1517,bidgegahaacbbaahaidccdbhicbeif,0,30
1518,ifhafafdbdghgdfbcddcihhhfidifb,2,30
1519,bdffehaaeeehhcefedgfhcdgbbeecb,3,30
1520,agfcddcedcficbfgeeeegiihhfebdi,2,30
1521,afddifidcdcefgchacbddaidicdbdi,0,30
1522,gcfedffgaidbfhbgddedheffbhbifh,0,30
1523,chgicgcdbaidbfbbdcgieebhfhhihi,0,30
1524,aafdhahfiaadiegeehicccaidgdabf,0,30
1525,fidiagddbehiiccdccbdffgeiebcdh,2,30
1526,ecgcfggbdgbggeebcddghidhcdegeb,1,30
1527,aiebfbiicdbcaebddedicdhcbhgfci,2,30
1528,egedbbbfffcbfcaefhcefchhbhgigg,3,30
1529,gdbhcfhgfacgebbcefhfihefheehfh,3,30
1530,aeebgcefgeebiiifcgeeecgfhbfefg,3,30
1531,aidhgibbbiifcgifhcbhciieddegdh,0,30
1532,edcaihidhhacaidddbbbfhiicbcihg,0,30
1533,fifeafbheiehbcefdhfdeigdchffbh,3,30
1534,afgefcheahiicghgfdhieacdeciffg,2,30
1535,geiiedfgegadadedhcefegibcfgiec,3,30
1536,icehdieiabcbbhdecdhcbebhhdiiih,2,30
1537,acacecicagdifacdcdgdcdiefaifhf,4,30
1538,fcihhffcaidhgfbfgccffcgdidegbh,0,30
1539,ibgbedhdgdbbgebgcefccfdiheccfi,3,30
1540,ehfbaghdfchfbicdgebbdbbcdcfhig,1,30
1541,aaideafbgbihbhdieibffhdbhffeih,0,30
1542,hcdgiccagfaiffdghgcffdbfcehgdc,4,30
1543,gcegfbhhadidfhdddcdecfiicifgbh,2,30
1544,ddahgdeaaibciecafbicdgbfbiffai,4,30
1545,hfeabbdfhbcdcahhgccegfbbgebbgg,1,30
1546,cbgfcifbcggaegbbgbhhdbcdbghhbh,1,30
1547,aiddhhdabeigigdeebgeefabeeecef,3,30
1548,ghhehgfagaggchdbhahgbddaeabcef,3,30
1549,egeaegbbadhcefcaidahebiffefcie,0,30
1550,gbcccchghaiahgeegecbcbfcicdich,2,30
1551,ibcdhedghadegaicddccfeddbhhfbb,2,30
1552,idgaehhfcgadcibdfaidgchbeichdh,0,30
1553,hfbcdhfcaahfaidchcidcdeebhhedc,4,30
1554,ggfhbbghecacbaedaifgebicefgceg,3,30
1555,ebcafhcbgaccghdddghdhchdbcdbdh,1,30
1556,ebibcdfdhdfcccchfbdbbiffhehbcc,1,30
1557,fdbbaidafgbicbbfibfddbcbgbefce,0,30
1558,fgeagaaegbcefgfggbgdfbbdeedhhi,3,30
1559,gdbhgefibgcffhgefbiiiegbcdbbhf,1,30
1560,efaefdgafheeefdchbicddigeiafai,4,30
1561,fifdidgddchaidfgabcihfdfcdefhh,0,30
1562,hcidaiddhdbbeggegfgggfgidbddbe,0,30
1563,aacahhahbdidbeheiedgcefffbebec,3,30
1564,fcibaaaacfaeeafcefieihciecfgbh,3,30
1565,gheheafbfddehceecdadfgfhfaifbe,4,30
1566,bbacdhecdbffaihbgfbedigbeibfcg,4,30
1567,bccciaiggbdabehhcefhgehgfihdbc,3,30
1568,gahfabgaeciiagbgiceabiaidcebbg,0,30
1569,bfbfcaeadbefgcefffbbgfbbhcfebh,3,30
1570,gabgichiaechbagcebebccefegeeee,3,30
1571,cccdgibfghfaihhgechcgfgfgdibcg,4,30
1572,dfcdhceddccfhddffhfcgceghhgcec,2,30
1573,fihecfebcdddecfceffcdeeecfchig,3,30
1574,addhgbggegbaficbgdfabefecefcfb,3,30
1575,fefcbhcdcfhghafaihiefbdibheffd,4,30
1576,faiabcdhbhbbiebgffgccigecehegf,1,30
1577,gcdcfafgafaigcghfbgbbiiiicicdg,4,30
1578,hfbcdgciigiggdcfeiffchhicffhei,2,30
1579,bbiiiibfedagebabaehhcefdccdffb,3,30
1580,egacaeiaaidceabiigdfhgegeeedef,0,30
1581,heiaadbfedffbbaedfabcbccdacfci,2,30
1582,efiehfibdcghfaigfeieadaidbiabf,0,30
1583,iidcefeffcefddgfihhcdbghiddcib,3,30
1584,gggcidhbggdedfidabigdebabcddcb,2,30
1585,gbhicgdibgeehfccadbgdaicdhciic,2,30
1586,cddifdgffbeghgbcddghhgfgigcddg,1,30
1587,hdcbhbcbdcghebeahcefhbdfefdfbb,3,30
1588,cibabcdcahhgfbechhcbihiebfccfg,1,30
1589,gfbghbiihdhddideaebacefggigfif,3,30
1590,ifaaacegfbgeafcefhggbcihhcibdg,3,30
1591,aaidcidihcddceefegeififheccfch,2,30
1592,fhccgdicegagbiefdbgafhgdeahcef,3,30
1593,idbibiiaaedcddedfbgfaiihfcdhec,4,30
1594,edcdfccgegbefcddgdgghbbdiciidd,2,30
1595,gfgfdbccgiccddaiigcfaiegfcdcgi,4,30
1597,iddcibedfgggcgcgedadgcdccbdhhb,2,30
1598,hfebibifafgcdhceeheihdehdchiii,2,30
1599,ddfdiebhbeaeccdhcfhebihffehbfc,2,30
1600,bficbcdhfhgifcgcbdcdeecddhhbhg,1,30
1601,bighgeebcdeghfeddcdhbiebcgbggg,1,30
1602,egicefggicegcffgedhdbefffgcbec,3,30
1603,hgafeebcdecdgbhebgcbbbhccbbdbb,2,30
1604,fcbechcefhggdiiifibcegcbfgiffe,3,30
1605,cfcdfccgichccdhbdcggddcegcfhhe,2,30
1606,agadcgbcfcdehaahfhhbcdfcehcibi,2,30
1607,cgdaefggbeiecbbcdidhggdfhcidec,1,30
1608,ecbedefhgegabhcdfbfdgcfaiifebe,4,30
1609,dhacbcdifhheegbiehcccbeiiegidc,1,30
1610,dbchaegcdacbbbbebecfihcifgchdg,2,30
1611,gcfhihccdebibibaigaidbabbhfigh,0,30
1612,gchcdhacgdbfaihedifbgbfdcicgie,4,30
1613,feecaeehefeddefdhgbdceaidfcgbi,0,30
1614,ghehdaidfgabidiehdhebghdfghbci,0,30
1615,digchbdabedbefbbhcddchcdcfdibh,2,30
1616,faabbicaidfibbibciibcbdbddbici,0,30
1617,ifahagghdhehhacfcdgfgidbfaigcd,4,30
1618,digifcfbiedebeieadcefhbfeehced,3,30
1619,egfbgefihbbgggdiggegaaidigdbie,0,30
1620,fehdcefefbhhfgdefdigfichgddhcf,3,30
1621,agefbffgcciiceidbcbcdgahhehcgi,1,30
1622,eefdefddgihiaacdehecahfaieghci,4,30
1623,ecahdfiicfeabhdbiheebbbcdifhgh,1,30
1624,fciibacfdafdgbcdfihecghdgbbddd,1,30
1625,hdiihcfeececdbibcdbehdhhdihfdb,1,30
1626,ccdgcebhebhigihcfciebciddbficb,2,30
1627,cacabgggihibbbbcddihgcdeebgbgf,1,30
1628,ffcebegaadehgbbhefdgbdebiceffi,3,30
1629,gggadfdhfecdcgfiebfaiedifibhbi,4,30
1630,hcgfaffbghgfhiaghieeicceffbifi,3,30
1631,fgdecficibcdhiidhifaibbgedcceh,4,30
1632,ahfachaagdeecdhcddfeeidfcfcfbh,2,30
1633,diadfieiccdgbgbchfaiebfihgifib,4,30
1634,bacgeihhgaidhdibdgficdgbgfdbhe,0,30
1635,acgdfigbfcabihaidaefbefgbdfhci,0,30
1636,ebffigaidbhgbdeecichiehfefdfdh,0,30
1637,dcbecdefcdcefaiicbbigcfbeddihi,4,30
1638,cdifbgdifefacefhffdbhdhfbcgegb,3,30
1639,hfgedcifadhheeaideigbddigffedd,0,30
1640,baididgbfdfhbfhfefgbhegffeeidd,0,30
1641,eadggaihhhdiagbgbcdffegecccefi,3,30
1642,dfcghgfffhaidbiabfgfbbddhbgdif,0,30
1643,ichfbgaidhbebbbhiifccgbfhegfeh,0,30
1644,behaeifhbaegeehdcefeihefifdhcc,3,30
1645,dibaeeifegaaeegdcfbcdgahccefhd,1,30
1646,ghiidfciiaghhifbdeebaidgggbbgi,0,30
1647,ffbaidcbfbefigicegghhdiigdhgcd,0,30
1648,iececefidefhgeeifddfcffcbdhdcf,3,30
1649,aihbccbeieehfahfgedgcefgeiigde,3,30
1650,fgidfeggceadfbcfaidiidbdhiibch,0,30
1651,gfdedfcahdfffbcdiahbcigfhfbefg,1,30
1652,bfgegdadecacdfchgdggdbecdibgei,2,30
1653,acdhgeeecdcefdfbdieiiffbdcddeb,3,30
1654,cdhdghbdgcdidchhifaifidcffcgch,4,30
1655,aidfdcbiehbihficbchhfihchhbdhf,0,30
1656,idhfhcdhfdibifaifgcfigffffcgch,4,30
1657,abcghhaiedbcaidfdabeecfhfdhigf,0,30
1658,ebafebhcacdhhgcabfaiefghcgefef,4,30
1659,iicddchbfhccfhhbgdhghfihhffbhd,2,30
1660,ibaaihhcddaebiffaibbdeehbcdcgg,4,30
1661,dhhebcdcghhfcddefcgchdefbdbgef,1,30
1662,eiadbadhbcdhbhdcggiffhfgighdgg,1,30
1663,ifdaibefhfggabffegaidbcibfibdc,0,30
1664,cdedeagbfaihefbfcehfehbggbifgg,4,30
1665,ibfghfhihbihdhbadaedaahcbcdceh,1,30
1666,effgdgaeacddefgfdfaiebfgdgcfce,4,30
1667,hccbeicabgegibdehihhiehacefggg,3,30
1668,cchehdcghaaacghfbgcdfihefefaif,4,30
1669,eghbbbcdadhefgccihccihddebigcb,1,30
1670,eaidhggbgbghffchcbeeiedbfcdfbg,0,30
1671,cifadgdgeaaidihdbbedbhghbiecbg,0,30
1672,hdafbaiafegecddcggfhchehibecei,2,30
1673,fihgccaefddhaidafdbchegebhgehg,0,30
1674,fgiecaagdiccedcdfbfdcafaiffihg,4,30
1675,igdhahfhcdbcbfhibecihheeedegff,2,30
1676,aiaiddgibiehbigfhfggghbhfcdiib,0,30
1677,ffigdebggeghiafbdeabbcebgcdgcf,2,30
1678,daidaabbbceeeebcdegcchdddffgbg,0,30
1679,eheibbcdbhhccbdeedhffefbdfecee,1,30
1680,bgeddhibdebcggadbhefcdcchebchf,2,30
1681,gieagiidibcdhbededfaieggbicice,4,30
1682,behacefdccfdbghbgicbdiiiggfegc,3,30
1683,febicaaaaigcdcegbbgfaihhdhficc,4,30
1684,aefcgfhggbbdbachcdcacgdgfaihdf,4,30
1685,ecdccehfedecdcffebgcehfddiedbc,2,30
1686,dddcdegbcefbfdcfhhgchgfdegdcbb,3,30
1687,ebbcefdcgehdeifigiiigeheicicii,3,30
1688,edbgibfhfgdfibbdafecdcchfcdiih,2,30
1689,gaidfggbgchegifdgiigbbfcffbeie,0,30
1690,diifcacbdcdhcehibdhggfghfcbiei,2,30
1691,bbhacfiaiegbagbhbcdgcfcfdhbfcd,2,30
1692,chbcdbahdicdchiciibbdbefbdbffi,1,30
1693,ccehdhhgcbfhgaddeahieaidagbbfi,0,30
1694,faceidebhiaidbccbgefiggcccbdfe,0,30
1695,hifchhhfabhbibehghgbbcdfhhghbi,1,30
1696,fbadiddacdafidabfaiefdiibdgdbi,4,30
1697,ebhibabichdhhbfbbcdecfibhcggdg,2,30
1698,ecbgahheabchgccdbchfcbfcfidhih,2,30
1699,hfdhfagcdibadhaaeaidgifbgghgcc,0,30
1700,icdgcbheibdedbcfehdfdeeffgddfb,2,30
1701,hgcdicfieheffibcfgiiciehihcgfb,2,30
1702,chfaffdieeeaecgcefehdegegbcidf,3,30
1703,dhhigeaefffedgehhbcdddhcfehfcd,1,30
1704,cdfebbfeccedeaidahbbcggbgfdhee,0,30
1705,eahcefdigdbefcdeegdcihgifgdegf,3,30
1706,ddbifcdfcdifhccbhiffggfddfgibe,2,30
1707,haidfchbgbidbbdfedhhfbgiebbhih,0,30
1708,adeiaegicefhgfffebdibdbiifbded,3,30
1709,dhbhedidbbhiecbccdccdfhcchiifi,2,30
1710,eecidhegifgcfbfcdacedebbibfhfi,2,30
1711,fiadcffbgfhfgifgiaidbacbcbibhi,0,30
1712,ibhhaacfdhicacbbbbcdeahccghgeb,1,30
1713,agcebdbefcgcgaidehhbfcccigheif,0,30
1714,cficgibgdegfeafdhdebicefbcibbb,3,30
1715,fihahfdbdgiecbcdafhigdgehhgefc,1,30
1716,gebcbbcecigbigfgaciihgiehhcefg,3,30
1717,hgheagddchchedbceffgdebhhcdied,3,30
1719,dadcghhehcaiiachaggeeaecefhfcd,3,30
1720,bbdecdbbdeaffaifchbgfbighheici,4,30
1722,bbdbgdbaggegbcddbhcfeefcdiggbf,1,30
1723,fhbgbbdeddceeicfdedaidgifbdiie,0,30
1724,fifiabhiafgbiaggifdfehgbcdafhb,1,30
1725,bcciaccdaihgffedfiihccbcdhehib,1,30
1726,igaiadcaidcbgbhiefhiifbhcfiihg,0,30
1727,gififigfaeeccefbhhihcegbhedigh,3,30
1728,cdgechebfffhafeffbcdbbhffiddfd,1,30
1729,gfcabdcdfcgdeihgcgchccccfdghfc,2,30
1730,edabeicbgfiabcacchcddebefefaic,4,30
1731,fbefeiddihegcdecffcddggdddfddh,2,30
1732,hahgaiceegcefgdcefhdddbgcfigfb,3,30
1733,dabagdbiehicefgbeifhcbdggfgfhb,3,30
1734,eccdabehgbbcdaihcchcbcbiedebgd,1,30
1735,bbacdicehhdeffddghhdiigicgfbdh,2,30
1736,baecgcebecefbcfffededffcfiigbh,3,30
1737,eedcefdifddgcedcbeehgdbfhdhhed,3,30
1738,ghcfhfdhacecdeegagbfaiiedhddeb,4,30
1739,cebehgcgeeecefcbhebfgcddefffbe,3,30
1740,fhbcabcabfhegabcdgehfbgfhdiddi,1,30
